GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO_ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION
UniProtKB	D4HR93	PR10.1	involved_in	GO:0009646	response to absence of light	ECO:0000270	IEP	PMID:19682768		4577	AgBase	
UniProtKB	D4HR93	PR10.1	involved_in	GO:0009651	response to salt stress	ECO:0000270	IEP	PMID:19682768		4577	AgBase	
UniProtKB	D4HR93	PR10.1	involved_in	GO:0009733	response to auxin	ECO:0000270	IEP	PMID:19682768		4577	AgBase	
UniProtKB	D4HR93	PR10.1	involved_in	GO:0009735	response to cytokinin	ECO:0000270	IEP	PMID:19682768		4577	AgBase	
UniProtKB	D4HR93	PR10.1	involved_in	GO:0009737	response to abscisic acid	ECO:0000270	IEP	PMID:19682768		4577	AgBase	
UniProtKB	D4HR93	PR10.1	involved_in	GO:0009751	response to salicylic acid	ECO:0000270	IEP	PMID:19682768		4577	AgBase	
UniProtKB	D4HR93	PR10.1	involved_in	GO:0009753	response to jasmonic acid	ECO:0000270	IEP	PMID:19682768		4577	AgBase	
UniProtKB	D4HR93	PR10.1	involved_in	GO:0042542	response to hydrogen peroxide	ECO:0000270	IEP	PMID:19682768		4577	AgBase	
UniProtKB	D4HR93	PR10.1	involved_in	GO:0046688	response to copper ion	ECO:0000270	IEP	PMID:19682768		4577	AgBase	
UniProtKB	D4HR93	PR10.1	involved_in	GO:0050832	defense response to fungus	ECO:0000314	IDA	PMID:19682768		4577	AgBase	
UniProtKB	D4HR93	PR10.1	involved_in	GO:0050832	defense response to fungus	ECO:0000315	IMP	PMID:19682768		4577	AgBase	
UniProtKB	D4HR93	PR10.1	NOT|involved_in	GO:0009739	response to gibberellin	ECO:0000270	IEP	PMID:19682768		4577	AgBase	
UniProtKB	G1AQA5	gt1	involved_in	GO:0048450	floral organ structural organization	ECO:0000315	IMP	PMID:21808030		381124	CACAO	
UniProtKB	G1AQA5	gt1	involved_in	GO:2000032	regulation of secondary shoot formation	ECO:0000315	IMP	PMID:21808030		381124	CACAO	
UniProtKB	H6TS39	RFP1	enables	GO:0004842	ubiquitin-protein transferase activity	ECO:0000314	IDA	PMID:22245611		4577	CACAO	
UniProtKB	I1VZH2	PPR8522	involved_in	GO:0009793	embryo development ending in seed dormancy	ECO:0000315	IMP	PMID:22945943		4577	CACAO	
UniProtKB	I1VZH2	PPR8522	involved_in	GO:0010468	regulation of gene expression	ECO:0000315	IMP	PMID:22945943		4577	CACAO	
UniProtKB	I1VZH2	PPR8522	part_of	GO:0009507	chloroplast	ECO:0000314	IDA	PMID:22945943		4577	CACAO	
UniProtKB	J9PPQ1	MKK3	involved_in	GO:0047484	regulation of response to osmotic stress	ECO:0000314	IDA	PMID:22835533		4577	CACAO	
UniProtKB	K7UTH7	ERA1	involved_in	GO:0006364	rRNA processing	ECO:0000315	IMP	PMID:25725436		4577	UniProt	
UniProtKB	K7UTH7	ERA1	involved_in	GO:0042254	ribosome biogenesis	ECO:0000315	IMP	PMID:25725436		4577	UniProt	
UniProtKB	K7UTH7	ERA1	part_of	GO:0042644	chloroplast nucleoid	ECO:0000314	IDA	PMID:22065420		4577	UniProt	
UniProtKB	K7VCB9	THIM	enables	GO:0004417	hydroxyethylthiazole kinase activity	ECO:0000314	IDA	PMID:23816351		4577	UniProt	
UniProtKB	K7VCB9	THIM	involved_in	GO:0009228	thiamine biosynthetic process	ECO:0000314	IDA	PMID:23816351		4577	UniProt	
UniProtKB	K7VCB9	THIM	involved_in	GO:0036172	thiamine salvage	ECO:0000314	IDA	PMID:23816351		4577	UniProt	
UniProtKB	K7VLR4	APT1	involved_in	GO:0048868	pollen tube development	ECO:0000315	IMP	PMID:16299389		4577	UniProt	
UniProtKB	K7VLR4	APT1	part_of	GO:0005794	Golgi apparatus	ECO:0000314	IDA	PMID:16299389		4577	UniProt	
UniProtKB	K7VYZ9	COAC1	enables	GO:0015228	coenzyme A transmembrane transporter activity	ECO:0000316	IGI	PMID:23590975	UniProtKB:P38702	4577	UniProt	
UniProtKB	K7VYZ9	COAC1	involved_in	GO:1990559	mitochondrial coenzyme A transmembrane transport	ECO:0000316	IGI	PMID:23590975	UniProtKB:P38702	4577	UniProt	
UniProtKB	K7VYZ9	COAC1	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000314	IDA	PMID:23590975		4577	UniProt	
UniProtKB	K7WCC7	MURE	involved_in	GO:0010468	regulation of gene expression	ECO:0000315	IMP	PMID:24246379		4577	UniProt	
UniProtKB	K7WIZ6	PYRR	enables	GO:0004159	dihydrouracil dehydrogenase (NAD+) activity	ECO:0000314	IDA	PMID:23150645		4577	CACAO	
UniProtKB	K7WIZ6	PYRR	enables	GO:0016799	hydrolase activity							
UniProtKB	K7WIZ6	PYRR	involved_in	GO:1901135	carbohydrate derivative metabolic process	ECO:0000314	IDA	PMID:25431972		4577	UniProt	
UniProtKB	K7WIZ6	PYRR	part_of	GO:0009507	chloroplast	ECO:0000314	IDA	PMID:23150645		4577	CACAO	
UniProtKB	O22655	PRO4	enables	GO:0003785	actin monomer binding	ECO:0000314	IDA	PMID:9634586		4577	AgBase	
UniProtKB	O22655	PRO4	enables	GO:0070064	proline-rich region binding	ECO:0000314	IDA	PMID:9634586		4577	AgBase	
UniProtKB	O22655	PRO4	enables	GO:0070064	proline-rich region binding	ECO:0000315	IMP	PMID:9634586		4577	AgBase	
UniProtKB	O22655	PRO4	involved_in	GO:0007097	nuclear migration	ECO:0000314	IDA	PMID:9634586		4577	AgBase	
UniProtKB	O22655	PRO4	involved_in	GO:0009555	pollen development	ECO:0000304	TAS	PMID:9634586		4577	AgBase	
UniProtKB	O22655	PRO4	involved_in	GO:0009860	pollen tube growth	ECO:0000304	TAS	PMID:9634586		4577	AgBase	
UniProtKB	O22655	PRO4	involved_in	GO:0032956	regulation of actin cytoskeleton organization	ECO:0000304	TAS	PMID:9634586		4577	AgBase	
UniProtKB	O22655	PRO4	involved_in	GO:0042989	sequestering of actin monomers	ECO:0000314	IDA	PMID:10760246		4577	AgBase	
UniProtKB	O23813	SIR	enables	GO:0003677	DNA binding	ECO:0000314	IDA	PMID:17371503		4577	UniProt	
UniProtKB	O23813	SIR	enables	GO:0003690	double-stranded DNA binding	ECO:0000314	IDA	PMID:11997391		4577	CAFA	
UniProtKB	O23813	SIR	enables	GO:0050311	sulfite reductase (ferredoxin) activity	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q9LZ66	4577	UniProt	
UniProtKB	O23813	SIR	enables	GO:0050311	sulfite reductase (ferredoxin) activity	ECO:0000314	IDA	PMID:10506201		4577	UniProt	
UniProtKB	O23813	SIR	involved_in	GO:0006275	regulation of DNA replication	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q9AWB2	4577	UniProt	
UniProtKB	O23813	SIR	involved_in	GO:0006323	DNA packaging	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q9AWB2	4577	UniProt	
UniProtKB	O23813	SIR	involved_in	GO:0019424	sulfide oxidation							
UniProtKB	O23813	SIR	involved_in	GO:0045892	negative regulation of transcription							
UniProtKB	O23813	SIR	involved_in	GO:0045892	negative regulation of transcription							
UniProtKB	O23813	SIR	involved_in	GO:1900160	plastid DNA packaging	ECO:0000314	IDA	PMID:11997391		4577	CAFA	
UniProtKB	O23813	SIR	part_of	GO:0009570	chloroplast stroma	ECO:0000314	IDA	PMID:17371503		4577	UniProt	
UniProtKB	O23813	SIR	part_of	GO:0042644	chloroplast nucleoid	ECO:0000314	IDA	PMID:17371503		4577	UniProt	
UniProtKB	O23887	AO1	enables	GO:0043546	molybdopterin cofactor binding	ECO:0000314	IDA	PMID:12226218		4577	UniProt	
UniProtKB	O23887	AO1	enables	GO:0050302	indole-3-acetaldehyde oxidase activity	ECO:0000314	IDA	PMID:12226218		4577	UniProt	
UniProtKB	O23887	AO1	enables	GO:0071949	FAD binding	ECO:0000314	IDA	PMID:12226218		4577	UniProt	
UniProtKB	O23887	AO1	involved_in	GO:0009851	auxin biosynthetic process	ECO:0000314	IDA	PMID:12226218		4577	UniProt	
UniProtKB	O23887	AO1	involved_in	GO:0055114	oxidation-reduction process	ECO:0000314	IDA	PMID:12226218		4577	UniProt	
UniProtKB	O23888	AO2	enables	GO:0043546	molybdopterin cofactor binding	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:O23887	4577	UniProt	
UniProtKB	O23888	AO2	enables	GO:0050302	indole-3-acetaldehyde oxidase activity	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:O23887	4577	UniProt	
UniProtKB	O23888	AO2	enables	GO:0071949	FAD binding	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:O23887	4577	UniProt	
UniProtKB	O23888	AO2	involved_in	GO:0009851	auxin biosynthetic process	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:O23887	4577	UniProt	
UniProtKB	O23888	AO2	involved_in	GO:0055114	oxidation-reduction process	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:O23887	4577	UniProt	
UniProtKB	O24413	RPP3A	enables	GO:0003735	structural constituent of ribosome	ECO:0000304	TAS	PMID:9276949		4577	AgBase	
UniProtKB	O24413	RPP3A	enables	GO:0032403	protein complex binding	ECO:0000314	IDA	PMID:9276949		4577	AgBase	
UniProtKB	O24413	RPP3A	involved_in	GO:0034059	response to anoxia	ECO:0000314	IDA	PMID:9276949		4577	AgBase	
UniProtKB	O24413	RPP3A	part_of	GO:0022625	cytosolic large ribosomal subunit	ECO:0000314	IDA	PMID:9276949		4577	AgBase	
UniProtKB	O24415	RPP2B	enables	GO:0003735	structural constituent of ribosome	ECO:0000304	TAS	PMID:9276949		4577	AgBase	
UniProtKB	O24415	RPP2B	enables	GO:0032403	protein complex binding	ECO:0000314	IDA	PMID:9276949		4577	AgBase	
UniProtKB	O24415	RPP2B	part_of	GO:0022625	cytosolic large ribosomal subunit	ECO:0000314	IDA	PMID:9276949		4577	AgBase	
UniProtKB	O24562	CAD	enables	GO:0045551	cinnamyl-alcohol dehydrogenase activity	ECO:0000315	IMP	PMID:9675900		4577	UniProt	
UniProtKB	O24562	CAD	involved_in	GO:0009809	lignin biosynthetic process	ECO:0000315	IMP	PMID:9675900		4577	UniProt	
UniProtKB	O24563	CCR	involved_in	GO:0009809	lignin biosynthetic process	ECO:0000315	IMP	PMID:21493812		4577	CACAO	
UniProtKB	O24565	ESR2	enables	GO:0033612	receptor serine/threonine kinase binding	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q9XF04	4577	UniProt	
UniProtKB	O24565	ESR2	involved_in	GO:0045168	cell-cell signaling involved in cell fate commitment	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q9XF04	4577	UniProt	
UniProtKB	O24565	ESR2	part_of	GO:0048046	apoplast	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q9XF04	4577	UniProt	
UniProtKB	O24567	ESR3	enables	GO:0033612	receptor serine/threonine kinase binding	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q9XF04	4577	UniProt	
UniProtKB	O24567	ESR3	involved_in	GO:0045168	cell-cell signaling involved in cell fate commitment	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q9XF04	4577	UniProt	
UniProtKB	O24567	ESR3	part_of	GO:0048046	apoplast	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q9XF04	4577	UniProt	
UniProtKB	O24572	ESR2C	enables	GO:0033612	receptor serine/threonine kinase binding	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q9XF04	4577	UniProt	
UniProtKB	O24572	ESR2C	involved_in	GO:0045168	cell-cell signaling involved in cell fate commitment	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q9XF04	4577	UniProt	
UniProtKB	O24572	ESR2C	part_of	GO:0048046	apoplast	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q9XF04	4577	UniProt	
UniProtKB	O24573	RP-P0	enables	GO:0003735	structural constituent of ribosome	ECO:0000304	TAS	PMID:9276949		4577	AgBase	
UniProtKB	O24573	RP-P0	enables	GO:0032403	protein complex binding	ECO:0000314	IDA	PMID:9276949		4577	AgBase	
UniProtKB	O24573	RP-P0	involved_in	GO:0034059	response to anoxia	ECO:0000314	IDA	PMID:9276949		4577	AgBase	
UniProtKB	O24573	RP-P0	part_of	GO:0022625	cytosolic large ribosomal subunit	ECO:0000314	IDA	PMID:9276949		4577	AgBase	
UniProtKB	O24585	CR4	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:18539132		4577	UniProt	
UniProtKB	O24595	GST5	enables	GO:0004364	glutathione transferase activity	ECO:0000314	IDA	PMID:10527424		4577	AgBase	
UniProtKB	O24595	GST5	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:10527424		4577	AgBase	
UniProtKB	O24595	GST5	enables	GO:0046982	protein heterodimerization activity	ECO:0000314	IDA	PMID:10527424		4577	AgBase	
UniProtKB	O24595	GST5	part_of	GO:0043234	protein complex	ECO:0000314	IDA	PMID:10527424		4577	AgBase	
UniProtKB	O24602	ESR1	enables	GO:0033612	receptor serine/threonine kinase binding	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q9XF04	4577	UniProt	
UniProtKB	O24602	ESR1	involved_in	GO:0045168	cell-cell signaling involved in cell fate commitment	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q9XF04	4577	UniProt	
UniProtKB	O24602	ESR1	part_of	GO:0048046	apoplast	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q9XF04	4577	UniProt	
UniProtKB	O24618	ESR2B	enables	GO:0033612	receptor serine/threonine kinase binding	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q9XF04	4577	UniProt	
UniProtKB	O24618	ESR2B	involved_in	GO:0045168	cell-cell signaling involved in cell fate commitment	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q9XF04	4577	UniProt	
UniProtKB	O24618	ESR2B	part_of	GO:0048046	apoplast	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q9XF04	4577	UniProt	
UniProtKB	O48950	TATB	enables	GO:0009977	proton motive force dependent protein transmembrane transporter activity	ECO:0000314	IDA	PMID:10402459		4577	UniProt	
UniProtKB	O48950	TATB	enables	GO:0009977	proton motive force dependent protein transmembrane transporter activity	ECO:0000314	IDA	PMID:9367960		4577	UniProt	
UniProtKB	O48950	TATB	involved_in	GO:0043953	protein transport by the Tat complex	ECO:0000314	IDA	PMID:10402459		4577	UniProt	
UniProtKB	O48950	TATB	involved_in	GO:0043953	protein transport by the Tat complex	ECO:0000314	IDA	PMID:9367960		4577	UniProt	
UniProtKB	O48950	TATB	involved_in	GO:0045038	protein import into chloroplast thylakoid membrane	ECO:0000314	IDA	PMID:10402459		4577	UniProt	
UniProtKB	O48950	TATB	involved_in	GO:0045038	protein import into chloroplast thylakoid membrane	ECO:0000315	IMP	PMID:9367960		4577	UniProt	
UniProtKB	O48950	TATB	part_of	GO:0009535	chloroplast thylakoid membrane	ECO:0000314	IDA	PMID:10402459		4577	UniProt	
UniProtKB	O48950	TATB	part_of	GO:0009535	chloroplast thylakoid membrane	ECO:0000314	IDA	PMID:9367960		4577	UniProt	
UniProtKB	O49010	SBP1	enables	GO:0008144	drug binding	ECO:0000314	IDA	PMID:9501141		4577	AgBase	
UniProtKB	O49010	SBP1	involved_in	GO:0009635	response to herbicide	ECO:0000314	IDA	PMID:9501141		4577	AgBase	
UniProtKB	O49010	SBP1	involved_in	GO:0009809	lignin biosynthetic process	ECO:0000304	TAS	PMID:9501141		4577	AgBase	
UniProtKB	O49010	SBP1	NOT|enables	GO:0016206	catechol O-methyltransferase activity	ECO:0000304	TAS	PMID:9501141		4577	AgBase	
UniProtKB	O49067	LG2	involved_in	GO:1905623	positive regulation of leaf development	ECO:0000315	IMP	PMID:9490265		4577	UniProt	
UniProtKB	O49973	KAPP	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:9263453	UniProtKB:O49974	4577	IntAct	
UniProtKB	O49974	KIK1	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:10393905	UniProtKB:P46014	4577	IntAct	
UniProtKB	O49974	KIK1	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:9263453	UniProtKB:O49973	4577	IntAct	
UniProtKB	O64409	gor1	enables	GO:0004362	glutathione-disulfide reductase activity	ECO:0000314	IDA	DOI:10.1007/s11738-008-0134-x		4577	AgBase	
UniProtKB	O64409	gor1	enables	GO:0016491	oxidoreductase activity	ECO:0000304	TAS	PMID:12223775		4577	AgBase	
UniProtKB	O64409	gor1	involved_in	GO:0006979	response to oxidative stress	ECO:0000304	TAS	DOI:10.1007/s11738-008-0134-x		4577	AgBase	
UniProtKB	O64409	gor1	involved_in	GO:0009631	cold acclimation	ECO:0000304	TAS	PMID:12223775		4577	AgBase	
UniProtKB	O64409	gor1	involved_in	GO:0009635	response to herbicide	ECO:0000314	IDA	DOI:10.1007/s11738-008-0134-x		4577	AgBase	
UniProtKB	O64960	hsp22	enables	GO:0051082	unfolded protein binding	ECO:0000304	TAS	PMID:9501143		4577	AgBase	
UniProtKB	O64960	hsp22	involved_in	GO:0009408	response to heat	ECO:0000314	IDA	PMID:9501143		4577	AgBase	
UniProtKB	O64960	hsp22	part_of	GO:0005739	mitochondrion	ECO:0000314	IDA	PMID:9501143		4577	AgBase	
UniProtKB	O64964	TIP1-1	enables	GO:0015250	water channel activity	ECO:0000304	TAS	PMID:11244102		4577	AgBase	
UniProtKB	O64964	TIP1-1	enables	GO:0015250	water channel activity	ECO:0000314	IDA	PMID:9701570		4577	AgBase	
UniProtKB	O64964	TIP1-1	involved_in	GO:0006833	water transport	ECO:0000315	IMP	PMID:9701570		4577	AgBase	
UniProtKB	O64964	TIP1-1	involved_in	GO:0007033	vacuole organization	ECO:0000304	TAS	PMID:9701570		4577	AgBase	
UniProtKB	O64964	TIP1-1	involved_in	GO:0009826	unidimensional cell growth	ECO:0000270	IEP	PMID:9701570		4577	AgBase	
UniProtKB	O64964	TIP1-1	involved_in	GO:0048366	leaf development	ECO:0000270	IEP	PMID:9701570		4577	AgBase	
UniProtKB	O64964	TIP1-1	part_of	GO:0009705	plant-type vacuole membrane	ECO:0000314	IDA	PMID:9701570		4577	AgBase	
UniProtKB	O64964	TIP1-1	part_of	GO:0016021	integral component of membrane	ECO:0000304	TAS	PMID:11244102		4577	AgBase	
UniProtKB	O80413	541617	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:17981999	UniProtKB:F4KCL7	4577	IntAct	
UniProtKB	O80413	541617	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:17981999	UniProtKB:O64471	4577	IntAct	
UniProtKB	O80413	541617	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:17981999	UniProtKB:P82805	4577	IntAct	
UniProtKB	O80413	541617	part_of	GO:0032592	integral component of mitochondrial membrane	ECO:0000304	TAS	PMID:10437831		4577	AgBase	
UniProtKB	O80429	FDX2	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:18632977	UniProtKB:Q8JNK2	4577	AgBase	
UniProtKB	O80429	FDX2	involved_in	GO:0009416	response to light stimulus	ECO:0000304	TAS	PMID:16668395		4577	AgBase	
UniProtKB	O80429	FDX2	involved_in	GO:0015979	photosynthesis	ECO:0000304	TAS	PMID:18632977		4577	AgBase	
UniProtKB	O80429	FDX2	part_of	GO:0009507	chloroplast	ECO:0000304	TAS	PMID:16668395		4577	AgBase	
UniProtKB	O80429	FDX2	part_of	GO:0009507	chloroplast	ECO:0000304	TAS	PMID:18632977		4577	AgBase	
UniProtKB	O81481	O81481	enables	GO:0000340	RNA 7-methylguanosine cap binding	ECO:0000245	RCA	PMID:10417723		4577	AgBase	
UniProtKB	O81481	O81481	enables	GO:0031370	eukaryotic initiation factor 4G binding	ECO:0000245	RCA	PMID:10417723		4577	AgBase	
UniProtKB	O81481	O81481	involved_in	GO:0034059	response to anoxia	ECO:0000314	IDA	PMID:10417723		4577	AgBase	
UniProtKB	O81481	O81481	part_of	GO:0005845	mRNA cap binding complex	ECO:0000245	RCA	PMID:10417723		4577	AgBase	
UniProtKB	O81482	O81482	enables	GO:0000340	RNA 7-methylguanosine cap binding	ECO:0000245	RCA	PMID:10417723		4577	AgBase	
UniProtKB	O81482	O81482	enables	GO:0031370	eukaryotic initiation factor 4G binding	ECO:0000245	RCA	PMID:10417723		4577	AgBase	
UniProtKB	O81482	O81482	NOT|involved_in	GO:0034059	response to anoxia	ECO:0000314	IDA	PMID:10417723		4577	AgBase	
UniProtKB	O81482	O81482	part_of	GO:0005845	mRNA cap binding complex	ECO:0000245	RCA	PMID:10417723		4577	AgBase	
UniProtKB	O82423	541677	enables	GO:0004740	pyruvate dehydrogenase (acetyl-transferring) kinase activity	ECO:0000314	IDA	PMID:9756901		4577	AgBase	
UniProtKB	O82423	541677	enables	GO:0005524	ATP binding	ECO:0000314	IDA	PMID:9756901		4577	AgBase	
UniProtKB	O82423	541677	involved_in	GO:0043086	negative regulation of catalytic activity	ECO:0000314	IDA	PMID:9756901		4577	AgBase	
UniProtKB	O82423	541677	part_of	GO:0005759	mitochondrial matrix	ECO:0000314	IDA	PMID:9756901		4577	AgBase	
UniProtKB	O82424	O82424	enables	GO:0004740	pyruvate dehydrogenase (acetyl-transferring) kinase activity	ECO:0000314	IDA	PMID:9756901		4577	AgBase	
UniProtKB	O82424	O82424	enables	GO:0005524	ATP binding	ECO:0000314	IDA	PMID:9756901		4577	AgBase	
UniProtKB	O82424	O82424	involved_in	GO:0043086	negative regulation of catalytic activity	ECO:0000314	IDA	PMID:9756901		4577	AgBase	
UniProtKB	O82424	O82424	part_of	GO:0005759	mitochondrial matrix	ECO:0000314	IDA	PMID:9756901		4577	AgBase	
UniProtKB	P04711	PEP1	enables	GO:0008964	phosphoenolpyruvate carboxylase activity	ECO:0000314	IDA	PMID:20600561		4577	CACAO	
UniProtKB	P04711	PEP1	involved_in	GO:0009735	response to cytokinin	ECO:0000304	TAS	PMID:9628026		4577	AgBase	
UniProtKB	P04711	PEP1	involved_in	GO:0010167	response to nitrate	ECO:0000304	TAS	PMID:9628026		4577	AgBase	
UniProtKB	P04711	PEP1	involved_in	GO:0060359	response to ammonium ion	ECO:0000304	TAS	PMID:9628026		4577	AgBase	
UniProtKB	P04712	SH-1	involved_in	GO:0034059	response to anoxia	ECO:0000270	IEP	PMID:2535522		4577	AgBase	
UniProtKB	P04712	SH-1	involved_in	GO:0034059	response to anoxia	ECO:0000304	TAS	PMID:9037163		4577	AgBase	
UniProtKB	P04907	GST3	enables	GO:0004364	glutathione transferase activity	ECO:0000314	IDA	PMID:3532034		4577	AgBase	
UniProtKB	P04907	GST3	enables	GO:0042803	protein homodimerization activity	ECO:0000303	NAS	PMID:3532034		4577	AgBase	
UniProtKB	P04907	GST3	involved_in	GO:0009635	response to herbicide	ECO:0000314	IDA	PMID:3532034		4577	AgBase	
UniProtKB	P04907	GST3	part_of	GO:0043234	protein complex	ECO:0000303	NAS	PMID:3532034		4577	AgBase	
UniProtKB	P05494	ATPA	enables	GO:0051087	chaperone binding	ECO:0000353	IPI	PMID:1973526	UniProtKB:P29185	4577	AgBase	
UniProtKB	P05494	ATPA	part_of	GO:0031966	mitochondrial membrane	ECO:0000314	IDA	PMID:1973526		4577	AgBase	
UniProtKB	P08440	P08440	enables	GO:0004332	fructose-bisphosphate aldolase activity	ECO:0000314	IDA	PMID:1664617		4577	AgBase	
UniProtKB	P08440	P08440	involved_in	GO:0005986	sucrose biosynthetic process	ECO:0000304	TAS	PMID:1664617		4577	AgBase	
UniProtKB	P08440	P08440	involved_in	GO:0034059	response to anoxia	ECO:0000314	IDA	PMID:1664617		4577	AgBase	
UniProtKB	P08440	P08440	part_of	GO:0005829	cytosol	ECO:0000314	IDA	PMID:1664617		4577	AgBase	
UniProtKB	P08529	rpl14	enables	GO:0043022	ribosome binding	ECO:0000245	RCA	PMID:2828044		4577	AgBase	
UniProtKB	P08529	rpl14	NOT|involved_in	GO:0042255	ribosome assembly	ECO:0000304	TAS	PMID:2828044		4577	AgBase	
UniProtKB	P08529	rpl14	part_of	GO:0043253	chloroplast ribosome	ECO:0000303	NAS	PMID:2828044		4577	AgBase	
UniProtKB	P08735	GAPC1	enables	GO:0004365	glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity	ECO:0000304	TAS	PMID:9037163		4577	AgBase	
UniProtKB	P08735	GAPC1	enables	GO:0042301	phosphate ion binding	ECO:0000304	TAS	PMID:9037163		4577	AgBase	
UniProtKB	P08735	GAPC1	enables	GO:0070403	NAD+ binding	ECO:0000304	TAS	PMID:9037163		4577	AgBase	
UniProtKB	P08735	GAPC1	involved_in	GO:0009416	response to light stimulus	ECO:0000304	TAS	PMID:9037163		4577	AgBase	
UniProtKB	P08735	GAPC1	NOT|involved_in	GO:0009416	response to light stimulus	ECO:0000270	IEP	PMID:2535522		4577	AgBase	
UniProtKB	P08735	GAPC1	NOT|involved_in	GO:0034059	response to anoxia	ECO:0000304	TAS	PMID:9037163		4577	AgBase	
UniProtKB	P08735	GAPC1	part_of	GO:0043234	protein complex	ECO:0000304	TAS	PMID:9037163		4577	AgBase	
UniProtKB	P09233	SODA.4	enables	GO:0004784	superoxide dismutase activity	ECO:0000314	IDA	PMID:1516816		4577	AgBase	
UniProtKB	P09233	SODA.4	enables	GO:0005515	protein binding	ECO:0000304	TAS	PMID:12232316		4577	AgBase	
UniProtKB	P09233	SODA.4	enables	GO:0030145	manganese ion binding	ECO:0000304	TAS	PMID:12232316		4577	AgBase	
UniProtKB	P09233	SODA.4	involved_in	GO:0000302	response to reactive oxygen species	ECO:0000304	TAS	PMID:1516816		4577	AgBase	
UniProtKB	P09233	SODA.4	involved_in	GO:0000302	response to reactive oxygen species	ECO:0000270	IEP	PMID:17314079		4577	AgBase	
UniProtKB	P09233	SODA.4	involved_in	GO:0006979	response to oxidative stress	ECO:0000304	TAS	PMID:12232316		4577	AgBase	
UniProtKB	P09233	SODA.4	involved_in	GO:0009410	response to xenobiotic stimulus	ECO:0000270	IEP	PMID:17314079		4577	AgBase	
UniProtKB	P09233	SODA.4	involved_in	GO:0009635	response to herbicide	ECO:0000314	IDA	PMID:1516816		4577	AgBase	
UniProtKB	P09233	SODA.4	involved_in	GO:0051289	protein homotetramerization	ECO:0000304	TAS	PMID:12232316		4577	AgBase	
UniProtKB	P09233	SODA.4	NOT|involved_in	GO:0006970	response to osmotic stress	ECO:0000270	IEP	PMID:12232316		4577	AgBase	
UniProtKB	P09233	SODA.4	NOT|involved_in	GO:0009737	response to abscisic acid	ECO:0000270	IEP	PMID:12232316		4577	AgBase	
UniProtKB	P09233	SODA.4	part_of	GO:0005739	mitochondrion	ECO:0000304	TAS	PMID:12232316		4577	AgBase	
UniProtKB	P09233	SODA.4	part_of	GO:0005739	mitochondrion	ECO:0000314	IDA	PMID:1516816		4577	AgBase	
UniProtKB	P09315	GAPA	involved_in	GO:0009416	response to light stimulus	ECO:0000270	IEP	PMID:2535522		4577	AgBase	
UniProtKB	P12365	CAT2	enables	GO:0004096	catalase activity	ECO:0000314	IDA	PMID:11903976		4577	AgBase	
UniProtKB	P12365	CAT2	enables	GO:0004096	catalase activity	ECO:0000314	IDA	PMID:17314079		4577	AgBase	
UniProtKB	P12365	CAT2	enables	GO:0004096	catalase activity	ECO:0000314	IDA	PMID:17555277		4577	AgBase	
UniProtKB	P12365	CAT2	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:11903976	UniProtKB:P18122	4577	AgBase	
